Gene stable ID	Gene type	Gene name
ENSG00000104218	protein_coding	CSPP1
ENSG00000152953	protein_coding	STK32B
ENSG00000230899	antisense	MAGEA8-AS1
ENSG00000151835	protein_coding	SACS
ENSG00000153012	protein_coding	LGI2
ENSG00000156009	protein_coding	MAGEA8
ENSG00000167985	protein_coding	SDHAF2
ENSG00000165323	protein_coding	FAT3
ENSG00000163734	protein_coding	CXCL3
ENSG00000229558	lincRNA	SACS-AS1
ENSG00000079950	protein_coding	STX7
ENSG00000163428	protein_coding	LRRC58
ENSG00000177410	antisense	ZFAS1
ENSG00000163950	protein_coding	SLBP
ENSG00000125347	protein_coding	IRF1
ENSG00000163430	protein_coding	FSTL1
ENSG00000162148	protein_coding	PPP1R32
ENSG00000130338	protein_coding	TULP4
ENSG00000186314	protein_coding	PRELID2
ENSG00000196218	protein_coding	RYR1
ENSG00000183309	protein_coding	ZNF623
ENSG00000132182	protein_coding	NUP210
ENSG00000117500	protein_coding	TMED5
ENSG00000198732	protein_coding	SMOC1
ENSG00000233527	antisense	ZNF529-AS1
ENSG00000187609	protein_coding	EXD3
ENSG00000175054	protein_coding	ATR
ENSG00000164749	protein_coding	HNF4G
ENSG00000117505	protein_coding	DR1
ENSG00000136449	protein_coding	MYCBPAP
ENSG00000166478	protein_coding	ZNF143
ENSG00000128607	protein_coding	KLHDC10
ENSG00000185608	protein_coding	MRPL40
ENSG00000186020	protein_coding	ZNF529
ENSG00000166454	protein_coding	ATMIN
ENSG00000160282	protein_coding	FTCD
ENSG00000138741	protein_coding	TRPC3
ENSG00000149532	protein_coding	CPSF7
ENSG00000121898	protein_coding	CPXM2
ENSG00000100084	protein_coding	HIRA
ENSG00000041880	protein_coding	PARP3
ENSG00000143919	protein_coding	CAMKMT
ENSG00000254004	protein_coding	ZNF260
ENSG00000166451	protein_coding	CENPN
ENSG00000158747	protein_coding	NBL1
ENSG00000078018	protein_coding	MAP2
ENSG00000196547	protein_coding	MAN2A2
ENSG00000000003	protein_coding	TSPAN6
ENSG00000277147	transcribed_unprocessed_pseudogene	LINC00869
ENSG00000100722	protein_coding	ZC3H14
ENSG00000145888	protein_coding	GLRA1
ENSG00000197536	processed_transcript	C5orf56
ENSG00000136152	protein_coding	COG3
ENSG00000124201	protein_coding	ZNFX1
ENSG00000248131	lincRNA	LINC01194
ENSG00000156515	protein_coding	HK1
ENSG00000113522	protein_coding	RAD50
ENSG00000241534	protein_coding	CFB
ENSG00000125872	protein_coding	LRRN4
ENSG00000235703	antisense	LINC00894
ENSG00000173193	protein_coding	PARP14
ENSG00000197021	protein_coding	CXorf40B
ENSG00000037757	protein_coding	MRI1
ENSG00000233448	transcribed_unprocessed_pseudogene	PMS2P9
ENSG00000060339	protein_coding	CCAR1
ENSG00000134186	protein_coding	PRPF38B
ENSG00000186088	protein_coding	GSAP
ENSG00000232040	protein_coding	ZBED9
ENSG00000181163	protein_coding	NPM1
ENSG00000107263	protein_coding	RAPGEF1
ENSG00000158445	protein_coding	KCNB1
ENSG00000183549	protein_coding	ACSM5
ENSG00000185561	protein_coding	TLCD2
ENSG00000132356	protein_coding	PRKAA1
ENSG00000124228	protein_coding	DDX27
ENSG00000198961	protein_coding	PJA2
ENSG00000010318	protein_coding	PHF7
ENSG00000213145	protein_coding	CRIP1
ENSG00000002822	protein_coding	MAD1L1
ENSG00000110079	protein_coding	MS4A4A
ENSG00000166455	protein_coding	C16orf46
ENSG00000102362	protein_coding	SYTL4
ENSG00000077549	protein_coding	CAPZB
ENSG00000150551	protein_coding	LYPD1
ENSG00000055955	protein_coding	ITIH4
ENSG00000183840	protein_coding	GPR39
ENSG00000153046	protein_coding	CDYL
ENSG00000133657	protein_coding	ATP13A3
ENSG00000152492	protein_coding	CCDC50
ENSG00000112249	protein_coding	ASCC3
ENSG00000103121	protein_coding	CMC2
ENSG00000070669	protein_coding	ASNS
ENSG00000146842	protein_coding	TMEM209
ENSG00000102359	protein_coding	SRPX2
ENSG00000182150	protein_coding	ERCC6L2
ENSG00000150401	protein_coding	DCUN1D2
ENSG00000171121	protein_coding	KCNMB3
ENSG00000135205	protein_coding	CCDC146
ENSG00000257331	processed_pseudogene	RACGAP1P
ENSG00000065883	protein_coding	CDK13
ENSG00000121879	protein_coding	PIK3CA
ENSG00000112299	protein_coding	VNN1
ENSG00000183530	protein_coding	PRR14L
ENSG00000233058	antisense	LINC00884
ENSG00000265479	processed_transcript	DTX2P1-UPK3BP1-PMS2P11
ENSG00000100395	protein_coding	L3MBTL2
ENSG00000175611	lincRNA	LINC00476
ENSG00000223508	transcribed_processed_pseudogene	RPL23AP53
ENSG00000169087	protein_coding	HSPBAP1
ENSG00000172748	protein_coding	ZNF596
ENSG00000171159	protein_coding	C9orf16
ENSG00000090863	protein_coding	GLG1
ENSG00000134297	transcribed_processed_pseudogene	PLEKHA8P1
ENSG00000164054	protein_coding	SHISA5
ENSG00000140905	protein_coding	GCSH
ENSG00000263309	protein_coding	KRT23
ENSG00000106976	protein_coding	DNM1
ENSG00000177119	protein_coding	ANO6
ENSG00000188747	protein_coding	NOXA1
ENSG00000075292	protein_coding	ZNF638
ENSG00000100906	protein_coding	NFKBIA
ENSG00000247240	antisense	UBL7-AS1
ENSG00000137673	protein_coding	MMP7
ENSG00000013810	protein_coding	TACC3
ENSG00000197694	protein_coding	SPTAN1
ENSG00000188833	protein_coding	ENTPD8
ENSG00000148248	protein_coding	SURF4
ENSG00000247675	antisense	LRP4-AS1
ENSG00000134569	protein_coding	LRP4
ENSG00000051009	protein_coding	FAM160A2
ENSG00000272573	protein_coding	MUSTN1
ENSG00000087842	protein_coding	PIR
ENSG00000100399	protein_coding	CHADL
ENSG00000235540	processed_transcript	PSMB8-AS1
ENSG00000175931	protein_coding	UBE2O
ENSG00000180998	protein_coding	GPR137C
ENSG00000175467	protein_coding	SART1
ENSG00000174437	protein_coding	ATP2A2
ENSG00000173276	protein_coding	ZBTB21
ENSG00000235715	protein_coding	PSMB8
ENSG00000238262	sense_intronic	NTM-IT
ENSG00000273611	protein_coding	ZNHIT3
ENSG00000119777	protein_coding	TMEM214
ENSG00000182667	protein_coding	NTM
ENSG00000073605	protein_coding	GSDMB
ENSG00000134333	protein_coding	LDHA
ENSG00000237232	lincRNA	ZNF295-AS1
ENSG00000083067	protein_coding	TRPM3
ENSG00000120705	protein_coding	ETF1
ENSG00000166928	protein_coding	MS4A14
ENSG00000064655	protein_coding	EYA2
ENSG00000276914	protein_coding	FOPNL
ENSG00000143457	protein_coding	GOLPH3L
ENSG00000104979	protein_coding	C19orf53
ENSG00000204421	protein_coding	LY6G6C
ENSG00000131873	protein_coding	CHSY1
ENSG00000168936	protein_coding	TMEM129
ENSG00000127564	protein_coding	PKMYT1
ENSG00000249628	lincRNA	LINC00942
ENSG00000178163	protein_coding	ZNF518B
ENSG00000197858	protein_coding	GPAA1
ENSG00000253548	protein_coding	PYDC2
ENSG00000170802	protein_coding	FOXN2
ENSG00000065675	protein_coding	PRKCQ
ENSG00000171453	protein_coding	POLR1C
ENSG00000278259	protein_coding	MYO19
ENSG00000111540	protein_coding	RAB5B
ENSG00000106330	protein_coding	MOSPD3
ENSG00000186594	lincRNA	MIR22HG
ENSG00000122705	protein_coding	CLTA
ENSG00000132205	protein_coding	EMILIN2
ENSG00000103599	protein_coding	IQCH
ENSG00000162415	protein_coding	ZSWIM5
ENSG00000104140	protein_coding	RHOV
ENSG00000133216	protein_coding	EPHB2
ENSG00000127980	protein_coding	PEX1
ENSG00000235026	antisense	DPP10-AS1
ENSG00000278613	protein_coding	NAIP
ENSG00000175497	protein_coding	DPP10
ENSG00000223815	antisense	DIAPH3-AS2
ENSG00000105499	protein_coding	PLA2G4C
ENSG00000145592	protein_coding	RPL37
ENSG00000281912	lincRNA	LINC01144
ENSG00000139734	protein_coding	DIAPH3
ENSG00000058335	protein_coding	RASGRF1
ENSG00000101811	protein_coding	CSTF2
ENSG00000143452	protein_coding	HORMAD1
ENSG00000172057	protein_coding	ORMDL3
ENSG00000095739	protein_coding	BAMBI
ENSG00000134954	protein_coding	ETS1
ENSG00000159921	protein_coding	GNE
ENSG00000144406	protein_coding	UNC80
ENSG00000163517	protein_coding	HDAC11
ENSG00000131584	protein_coding	ACAP3
ENSG00000151247	protein_coding	EIF4E
ENSG00000010319	protein_coding	SEMA3G
ENSG00000259673	lincRNA	IQCH-AS1
ENSG00000109381	protein_coding	ELF2
ENSG00000187764	protein_coding	SEMA4D
ENSG00000103591	protein_coding	AAGAB
ENSG00000151726	protein_coding	ACSL1
ENSG00000116266	protein_coding	STXBP3
ENSG00000196502	protein_coding	SULT1A1
ENSG00000179091	protein_coding	CYC1
ENSG00000127863	protein_coding	TNFRSF19
ENSG00000135426	protein_coding	TESPA1
ENSG00000197782	protein_coding	ZNF780A
ENSG00000180773	protein_coding	SLC36A4
ENSG00000123505	protein_coding	AMD1
ENSG00000051382	protein_coding	PIK3CB
ENSG00000243570	protein_coding	CFB
ENSG00000235925	protein_coding	LY6G6C
ENSG00000131650	protein_coding	KREMEN2
ENSG00000189227	protein_coding	C15orf61
ENSG00000147133	protein_coding	TAF1
ENSG00000214960	protein_coding	ISPD
ENSG00000134371	protein_coding	CDC73
ENSG00000163738	protein_coding	MTHFD2L
ENSG00000173212	protein_coding	MAB21L3
ENSG00000132003	protein_coding	ZSWIM4
ENSG00000007952	protein_coding	NOX1
ENSG00000229688	antisense	ISPD-AS1
ENSG00000103066	protein_coding	PLA2G15
ENSG00000204052	protein_coding	LRRC73
ENSG00000145868	protein_coding	FBXO38
ENSG00000122786	protein_coding	CALD1
ENSG00000128000	protein_coding	ZNF780B
ENSG00000171823	protein_coding	FBXL14
ENSG00000164823	protein_coding	OSGIN2
ENSG00000228892	protein_coding	AGPAT1
ENSG00000111186	protein_coding	WNT5B
ENSG00000124571	protein_coding	XPO5
ENSG00000082458	protein_coding	DLG3
ENSG00000169692	protein_coding	AGPAT2
ENSG00000168876	protein_coding	ANKRD49
ENSG00000157259	protein_coding	GATAD1
ENSG00000162630	protein_coding	B3GALT2
ENSG00000102349	protein_coding	KLF8
ENSG00000146433	protein_coding	TMEM181
ENSG00000203865	processed_transcript	ATP1A1-AS1
ENSG00000205683	protein_coding	DPF3
ENSG00000111229	protein_coding	ARPC3
ENSG00000163399	protein_coding	ATP1A1
ENSG00000237943	processed_transcript	PRKCQ-AS1
ENSG00000112893	protein_coding	MAN2A1
ENSG00000103534	protein_coding	TMC5
ENSG00000162073	protein_coding	PAQR4
ENSG00000235172	lincRNA	LINC01366
ENSG00000150594	protein_coding	ADRA2A
ENSG00000105953	protein_coding	OGDH
ENSG00000167491	protein_coding	GATAD2A
ENSG00000108819	protein_coding	PPP1R9B
ENSG00000176659	lincRNA	C20orf197
ENSG00000178038	protein_coding	ALS2CL
ENSG00000186854	protein_coding	TRABD2A
ENSG00000101333	protein_coding	PLCB4
ENSG00000129673	protein_coding	AANAT
ENSG00000164076	protein_coding	CAMKV
ENSG00000187607	protein_coding	ZNF286A
ENSG00000040933	protein_coding	INPP4A
ENSG00000087088	protein_coding	BAX
ENSG00000121578	protein_coding	B4GALT4
ENSG00000176771	protein_coding	NCKAP5
ENSG00000124786	protein_coding	SLC35B3
ENSG00000137207	protein_coding	YIPF3
ENSG00000196510	protein_coding	ANAPC7
ENSG00000244502	antisense	HDAC11-AS1
ENSG00000104142	protein_coding	VPS18
ENSG00000034510	protein_coding	TMSB10
ENSG00000071575	protein_coding	TRIB2
ENSG00000198839	protein_coding	ZNF277
ENSG00000146013	protein_coding	GFRA3
ENSG00000066735	protein_coding	KIF26A
ENSG00000187556	protein_coding	NANOS3
ENSG00000136895	protein_coding	GARNL3
ENSG00000197183	protein_coding	NOL4L
ENSG00000013619	protein_coding	MAMLD1
ENSG00000250462	transcribed_unprocessed_pseudogene	LRRC37BP1
ENSG00000065717	protein_coding	TLE2
ENSG00000120053	protein_coding	GOT1
ENSG00000214401	antisense	KANSL1-AS1
ENSG00000188021	protein_coding	UBQLN2
ENSG00000264943	processed_pseudogene	SH3GL1P2
ENSG00000120071	protein_coding	KANSL1
ENSG00000133704	protein_coding	IPO8
ENSG00000120885	protein_coding	CLU
ENSG00000100867	protein_coding	DHRS2
ENSG00000181924	protein_coding	COA4
ENSG00000170577	protein_coding	SIX2
ENSG00000112837	protein_coding	TBX18
ENSG00000103061	protein_coding	SLC7A6OS
ENSG00000175575	protein_coding	PAAF1
ENSG00000171100	protein_coding	MTM1
ENSG00000237748	processed_pseudogene	UQCRBP1
ENSG00000156508	protein_coding	EEF1A1
ENSG00000204271	protein_coding	SPIN3
ENSG00000103064	protein_coding	SLC7A6
ENSG00000196371	protein_coding	FUT4
ENSG00000134627	protein_coding	PIWIL4
ENSG00000142512	protein_coding	SIGLEC10
ENSG00000132024	protein_coding	CC2D1A
ENSG00000166716	protein_coding	ZNF592
ENSG00000107863	protein_coding	ARHGAP21
ENSG00000148341	protein_coding	SH3GLB2
ENSG00000160223	protein_coding	ICOSLG
ENSG00000182134	protein_coding	TDRKH
ENSG00000049618	protein_coding	ARID1B
ENSG00000150995	protein_coding	ITPR1
ENSG00000119514	protein_coding	GALNT12
ENSG00000140853	protein_coding	NLRC5
ENSG00000235956	protein_coding	PRRT1
ENSG00000166025	protein_coding	AMOTL1
ENSG00000144445	protein_coding	KANSL1L
ENSG00000183826	protein_coding	BTBD9
ENSG00000168411	protein_coding	RFWD3
ENSG00000240254	antisense	B4GALT4-AS1
ENSG00000132016	protein_coding	C19orf57
ENSG00000109618	protein_coding	SEPSECS
ENSG00000179361	protein_coding	ARID3B
ENSG00000050426	protein_coding	LETMD1
ENSG00000184678	protein_coding	HIST2H2BE
ENSG00000132357	protein_coding	CARD6
ENSG00000123416	protein_coding	TUBA1B
ENSG00000131941	protein_coding	RHPN2
ENSG00000184260	protein_coding	HIST2H2AC
ENSG00000066583	protein_coding	ISOC1
ENSG00000178093	protein_coding	TSSK6
ENSG00000065150	protein_coding	IPO5
ENSG00000250067	protein_coding	YJEFN3
ENSG00000152127	protein_coding	MGAT5
ENSG00000149968	protein_coding	MMP3
ENSG00000147488	protein_coding	ST18
ENSG00000204713	protein_coding	TRIM27
ENSG00000177105	protein_coding	RHOG
ENSG00000225492	transcribed_unprocessed_pseudogene	GBP1P1
ENSG00000142611	protein_coding	PRDM16
ENSG00000135960	protein_coding	EDAR
ENSG00000102100	protein_coding	SLC35A2
ENSG00000178096	protein_coding	BOLA1
ENSG00000186010	protein_coding	NDUFA13
ENSG00000255282	transcribed_processed_pseudogene	WTAPP1
ENSG00000087258	protein_coding	GNAO1
ENSG00000233016	antisense	SNHG7
ENSG00000184270	protein_coding	HIST2H2AB
ENSG00000228177	protein_coding	C6orf47
ENSG00000196611	protein_coding	MMP1
ENSG00000106327	protein_coding	TFR2
ENSG00000128510	protein_coding	CPA4
ENSG00000258986	protein_coding	TMEM179
ENSG00000197713	protein_coding	RPE
ENSG00000130958	protein_coding	SLC35D2
ENSG00000274577	protein_coding	LHX1
ENSG00000169439	protein_coding	SDC2
ENSG00000226416	antisense	MRPL23-AS1
ENSG00000176407	protein_coding	KCMF1
ENSG00000259863	lincRNA	SH3RF3-AS1
ENSG00000172985	protein_coding	SH3RF3
ENSG00000166670	protein_coding	MMP10
ENSG00000181827	protein_coding	RFX7
ENSG00000196814	protein_coding	MVB12B
ENSG00000155158	protein_coding	TTC39B
ENSG00000171385	protein_coding	KCND3
ENSG00000084453	protein_coding	SLCO1A2
ENSG00000145014	protein_coding	TMEM44
ENSG00000139531	protein_coding	SUOX
ENSG00000168404	protein_coding	MLKL
ENSG00000124160	protein_coding	NCOA5
ENSG00000146425	protein_coding	DYNLT1
ENSG00000162869	protein_coding	PPP1R21
ENSG00000131747	protein_coding	TOP2A
ENSG00000130948	protein_coding	HSD17B3
ENSG00000119927	protein_coding	GPAM
ENSG00000198108	protein_coding	CHSY3
ENSG00000034053	protein_coding	APBA2
ENSG00000164674	protein_coding	SYTL3
ENSG00000114279	protein_coding	FGF12
ENSG00000171045	protein_coding	TSNARE1
ENSG00000167553	protein_coding	TUBA1C
ENSG00000152128	protein_coding	TMEM163
ENSG00000148218	protein_coding	ALAD
ENSG00000185730	protein_coding	ZNF696
ENSG00000101695	protein_coding	RNF125
ENSG00000181016	protein_coding	LSMEM1
ENSG00000171488	protein_coding	LRRC8C
ENSG00000143450	protein_coding	OAZ3
ENSG00000103423	protein_coding	DNAJA3
ENSG00000160606	protein_coding	TLCD1
ENSG00000063601	protein_coding	MTMR1
ENSG00000281501	antisense	SEPSECS-AS1
ENSG00000171492	protein_coding	LRRC8D
ENSG00000006652	protein_coding	IFRD1
ENSG00000038210	protein_coding	PI4K2B
ENSG00000105135	protein_coding	ILVBL
ENSG00000006831	protein_coding	ADIPOR2
ENSG00000167552	protein_coding	TUBA1A
ENSG00000238266	lincRNA	LINC00707
ENSG00000174225	protein_coding	ARL13A
ENSG00000197705	protein_coding	KLHL14
ENSG00000204682	protein_coding	CASC10
ENSG00000197147	protein_coding	LRRC8B
ENSG00000223680	protein_coding	DDR1
ENSG00000260389	transcribed_processed_pseudogene	WBP11P1
ENSG00000198242	protein_coding	RPL23A
ENSG00000134758	protein_coding	RNF138
ENSG00000281186	lincRNA	LINC00706
ENSG00000182132	protein_coding	KCNIP1
ENSG00000085719	protein_coding	CPNE3
ENSG00000197808	protein_coding	ZNF461
ENSG00000152284	protein_coding	TCF7L1
ENSG00000183513	protein_coding	COA5
ENSG00000167323	protein_coding	STIM1
ENSG00000039139	protein_coding	DNAH5
ENSG00000101311	protein_coding	FERMT1
ENSG00000041802	protein_coding	LSG1
ENSG00000169902	protein_coding	TPST1
ENSG00000189079	protein_coding	ARID2
ENSG00000128965	protein_coding	CHAC1
ENSG00000143436	protein_coding	MRPL9
ENSG00000160563	protein_coding	MED27
ENSG00000095319	protein_coding	NUP188
ENSG00000078403	protein_coding	MLLT10
ENSG00000203485	protein_coding	INF2
ENSG00000150403	protein_coding	TMCO3
ENSG00000159873	protein_coding	CCDC117
ENSG00000179406	processed_transcript	LINC00174
ENSG00000105137	protein_coding	SYDE1
ENSG00000186862	protein_coding	PDZD7
ENSG00000231770	antisense	TMEM44-AS1
ENSG00000116815	protein_coding	CD58
ENSG00000119919	protein_coding	NKX2-3
ENSG00000164024	protein_coding	METAP1
ENSG00000154265	protein_coding	ABCA5
ENSG00000154645	protein_coding	CHODL
ENSG00000123200	protein_coding	ZC3H13
ENSG00000060656	protein_coding	PTPRU
ENSG00000123411	protein_coding	IKZF4
ENSG00000136279	protein_coding	DBNL
ENSG00000144655	protein_coding	CSRNP1
ENSG00000110958	protein_coding	PTGES3
ENSG00000088205	protein_coding	DDX18
ENSG00000181826	protein_coding	RELL1
ENSG00000166682	protein_coding	TMPRSS5
ENSG00000152939	protein_coding	MARVELD2
ENSG00000159164	protein_coding	SV2A
ENSG00000171530	protein_coding	TBCA
ENSG00000264247	lincRNA	LINC00909
ENSG00000154274	protein_coding	C4orf19
ENSG00000112936	protein_coding	C7
ENSG00000215421	protein_coding	ZNF407
ENSG00000107819	protein_coding	SFXN3
ENSG00000106524	protein_coding	ANKMY2
ENSG00000175283	protein_coding	DOLK
ENSG00000125046	protein_coding	SSUH2
ENSG00000119899	protein_coding	SLC17A5
ENSG00000183258	protein_coding	DDX41
ENSG00000124767	protein_coding	GLO1
ENSG00000197728	protein_coding	RPS26
ENSG00000152894	protein_coding	PTPRK
ENSG00000107816	protein_coding	LZTS2
ENSG00000143061	protein_coding	IGSF3
ENSG00000164715	protein_coding	LMTK2
ENSG00000099377	protein_coding	HSD3B7
ENSG00000152503	protein_coding	TRIM36
ENSG00000172757	protein_coding	CFL1
ENSG00000121940	protein_coding	CLCC1
ENSG00000227528	antisense	DIAPH3-AS1
ENSG00000138587	protein_coding	MNS1
ENSG00000130222	protein_coding	GADD45G
ENSG00000143387	protein_coding	CTSK
ENSG00000278183	protein_coding	ABCC1
ENSG00000158402	protein_coding	CDC25C
ENSG00000110925	protein_coding	CSRNP2
ENSG00000186952	protein_coding	TMEM232
ENSG00000142875	protein_coding	PRKACB
ENSG00000151575	protein_coding	TEX9
ENSG00000164743	protein_coding	C8orf48
ENSG00000205356	protein_coding	TECPR1
ENSG00000068654	protein_coding	POLR1A
ENSG00000164741	protein_coding	DLC1
ENSG00000099381	protein_coding	SETD1A
ENSG00000159708	protein_coding	LRRC36
ENSG00000082258	protein_coding	CCNT2
ENSG00000179335	protein_coding	CLK3
ENSG00000161249	protein_coding	DMKN
ENSG00000137463	protein_coding	MGARP
ENSG00000172732	protein_coding	MUS81
ENSG00000138468	protein_coding	SENP7
ENSG00000125633	protein_coding	CCDC93
ENSG00000172007	protein_coding	RAB33B
ENSG00000164209	protein_coding	SLC25A46
ENSG00000109390	protein_coding	NDUFC1
ENSG00000119333	protein_coding	WDR34
ENSG00000129355	protein_coding	CDKN2D
ENSG00000070950	protein_coding	RAD18
ENSG00000146856	protein_coding	AGBL3
ENSG00000183715	protein_coding	OPCML
ENSG00000224043	antisense	CCNT2-AS1
ENSG00000153086	protein_coding	ACMSD
ENSG00000170085	protein_coding	SIMC1
ENSG00000198176	protein_coding	TFDP1
ENSG00000071553	protein_coding	ATP6AP1
ENSG00000143079	protein_coding	CTTNBP2NL
ENSG00000156463	protein_coding	SH3RF2
ENSG00000164134	protein_coding	NAA15
ENSG00000121957	protein_coding	GPSM2
ENSG00000197614	protein_coding	MFAP5
ENSG00000146859	protein_coding	TMEM140
ENSG00000198142	protein_coding	SOWAHC
ENSG00000155115	protein_coding	GTF3C6
ENSG00000120709	protein_coding	FAM53C
ENSG00000155090	protein_coding	KLF10
ENSG00000185825	protein_coding	BCAP31
ENSG00000176390	protein_coding	CRLF3
ENSG00000151208	protein_coding	DLG5
ENSG00000180592	protein_coding	SKIDA1
ENSG00000225975	lincRNA	LINC01534
ENSG00000180914	protein_coding	OXTR
ENSG00000203666	protein_coding	EFCAB2
ENSG00000158525	protein_coding	CPA5
ENSG00000175334	protein_coding	BANF1
ENSG00000135457	protein_coding	TFCP2
ENSG00000049759	protein_coding	NEDD4L
ENSG00000111790	protein_coding	FGFR1OP2
ENSG00000129354	protein_coding	AP1M2
ENSG00000235903	antisense	CPB2-AS1
ENSG00000135451	protein_coding	TROAP
ENSG00000080618	protein_coding	CPB2
ENSG00000172638	protein_coding	EFEMP2
ENSG00000264538	transcribed_unprocessed_pseudogene	SUZ12P1
ENSG00000140948	protein_coding	ZCCHC14
ENSG00000105227	protein_coding	PRX
ENSG00000175376	protein_coding	EIF1AD
ENSG00000169972	protein_coding	PUSL1
ENSG00000151116	protein_coding	UEVLD
ENSG00000174370	protein_coding	C11orf45
ENSG00000156535	protein_coding	CD109
ENSG00000188130	protein_coding	MAPK12
ENSG00000120457	protein_coding	KCNJ5
ENSG00000110888	protein_coding	CAPRIN2
ENSG00000065518	protein_coding	NDUFB4
ENSG00000157823	protein_coding	AP3S2
ENSG00000179632	protein_coding	MAF1
ENSG00000155897	protein_coding	ADCY8
ENSG00000228128	protein_coding	DDAH2
ENSG00000197019	protein_coding	SERTAD1
ENSG00000149179	protein_coding	C11orf49
ENSG00000159461	protein_coding	AMFR
ENSG00000169583	protein_coding	CLIC3
ENSG00000132842	protein_coding	AP3B1
ENSG00000149600	protein_coding	COMMD7
ENSG00000179151	protein_coding	EDC3
ENSG00000100219	protein_coding	XBP1
ENSG00000162641	protein_coding	AKNAD1
ENSG00000146802	protein_coding	TMEM168
ENSG00000167565	protein_coding	SERTAD3
ENSG00000140740	protein_coding	UQCRC2
ENSG00000240433	protein_coding	LY6G5B
ENSG00000154118	protein_coding	JPH3
ENSG00000156427	protein_coding	FGF18
ENSG00000162981	protein_coding	FAM84A
ENSG00000179526	protein_coding	SHARPIN
ENSG00000104731	protein_coding	KLHDC4
ENSG00000197935	protein_coding	ZNF311
ENSG00000106268	protein_coding	NUDT1
ENSG00000134247	protein_coding	PTGFRN
ENSG00000145860	protein_coding	RNF145
ENSG00000228175	processed_pseudogene	GEMIN8P4
ENSG00000168228	protein_coding	ZCCHC4
ENSG00000085840	protein_coding	ORC1
ENSG00000143368	protein_coding	SF3B4
ENSG00000136944	protein_coding	LMX1B
ENSG00000182585	protein_coding	EPGN
ENSG00000168038	protein_coding	ULK4
ENSG00000134256	protein_coding	CD101
ENSG00000242498	protein_coding	ARPIN
ENSG00000087086	protein_coding	FTL
ENSG00000104964	protein_coding	AES
ENSG00000185420	protein_coding	SMYD3
ENSG00000164708	protein_coding	PGAM2
ENSG00000162664	protein_coding	ZNF326
ENSG00000155287	protein_coding	SLC25A28
ENSG00000223639	protein_coding	CLIC1
ENSG00000115446	protein_coding	UNC50
ENSG00000131746	protein_coding	TNS4
ENSG00000121864	protein_coding	ZNF639
ENSG00000186665	protein_coding	C17orf58
ENSG00000132600	protein_coding	PRMT7
ENSG00000135437	protein_coding	RDH5
ENSG00000100429	protein_coding	HDAC10
ENSG00000028277	protein_coding	POU2F2
ENSG00000068784	protein_coding	SRBD1
ENSG00000229876	lincRNA	CASC20
ENSG00000182481	protein_coding	KPNA2
ENSG00000170439	protein_coding	METTL7B
ENSG00000064115	protein_coding	TM7SF3
ENSG00000105426	protein_coding	PTPRS
ENSG00000149182	protein_coding	ARFGAP2
ENSG00000027001	protein_coding	MIPEP
ENSG00000100403	protein_coding	ZC3H7B
ENSG00000135441	protein_coding	BLOC1S1
ENSG00000184988	protein_coding	TMEM106A
ENSG00000135318	protein_coding	NT5E
ENSG00000169641	protein_coding	LUZP1
ENSG00000006282	protein_coding	SPATA20
ENSG00000135424	protein_coding	ITGA7
ENSG00000223932	protein_coding	GPANK1
ENSG00000262406	protein_coding	MMP12
ENSG00000188917	protein_coding	TRMT2B
ENSG00000004487	protein_coding	KDM1A
ENSG00000205863	protein_coding	C1QTNF9B
ENSG00000163933	protein_coding	RFT1
ENSG00000162851	protein_coding	TFB2M
ENSG00000100401	protein_coding	RANGAP1
ENSG00000196911	protein_coding	KPNA5
ENSG00000162105	protein_coding	SHANK2
ENSG00000169239	protein_coding	CA5B
ENSG00000100519	protein_coding	PSMC6
ENSG00000162852	protein_coding	CNST
ENSG00000147010	protein_coding	SH3KBP1
ENSG00000134245	protein_coding	WNT2B
ENSG00000186312	transcribed_unprocessed_pseudogene	CA5BP1
ENSG00000147164	protein_coding	SNX12
ENSG00000127364	protein_coding	TAS2R4
ENSG00000160695	protein_coding	VPS11
ENSG00000163935	protein_coding	SFMBT1
ENSG00000007341	protein_coding	ST7L
ENSG00000228775	antisense	WEE2-AS1
ENSG00000004975	protein_coding	DVL2
ENSG00000143653	protein_coding	SCCPDH
ENSG00000141424	protein_coding	SLC39A6
ENSG00000116251	protein_coding	RPL22
ENSG00000157326	protein_coding	DHRS4
ENSG00000071073	protein_coding	MGAT4A
ENSG00000178950	protein_coding	GAK
ENSG00000076650	protein_coding	GPATCH1
ENSG00000106028	protein_coding	SSBP1
ENSG00000092820	protein_coding	EZR
ENSG00000125124	protein_coding	BBS2
ENSG00000132361	protein_coding	CLUH
ENSG00000134759	protein_coding	ELP2
ENSG00000158286	protein_coding	RNF207
ENSG00000228474	protein_coding	OST4
ENSG00000153207	protein_coding	AHCTF1
ENSG00000197822	protein_coding	OCLN
ENSG00000114268	protein_coding	PFKFB4
ENSG00000134748	protein_coding	PRPF38A
ENSG00000104324	protein_coding	CPQ
ENSG00000169155	protein_coding	ZBTB43
ENSG00000084693	protein_coding	AGBL5
ENSG00000119599	protein_coding	DCAF4
ENSG00000179029	protein_coding	TMEM107
ENSG00000100749	protein_coding	VRK1
ENSG00000233893	antisense	EZR-AS1
ENSG00000103056	protein_coding	SMPD3
ENSG00000063127	protein_coding	SLC6A16
ENSG00000116254	protein_coding	CHD5
