hgnc_symbol,hgnc_id,go_name,go_id,go_domain,ncon_gene,ncon_go,mean_padj,cilow_padj,ciupp_padj,mean_pval,cilow_pval,ciupp_pval,mean_sim,sem_sim
CALD1,1441,cadherin binding,GO:0045296,molecular function,11.0,9.0,2.101e-02,7.907e-03,5.582e-02,1.409e-02,4.456e-03,4.454e-02,8.999e-01,1.659e-02
CALD1,1441,protein binding,GO:0005515,molecular function,11.0,332.0,3.012e-02,1.059e-02,8.567e-02,3.012e-02,1.059e-02,8.567e-02,8.370e-01,2.441e-02
HJURP,25444,,,,nan,nan,,,,,,,,
TTC21B,25660,,,,nan,nan,,,,,,,,
MCEE,16732,,,,nan,nan,,,,,,,,
RRP36,21374,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",GO:0000462,biological process,8.0,3.0,7.237e-02,3.533e-02,1.483e-01,2.888e-02,2.163e-02,3.856e-02,8.439e-01,6.878e-03
RRP36,21374,rRNA processing,GO:0006364,biological process,8.0,15.0,9.102e-02,5.820e-02,1.424e-01,7.543e-02,5.037e-02,1.129e-01,7.367e-01,1.207e-02
RRP36,21374,ribosomal small subunit biogenesis,GO:0042274,biological process,8.0,3.0,1.357e-01,3.059e-02,6.018e-01,1.118e-01,1.361e-02,9.181e-01,6.667e-01,7.102e-02
RRP36,21374,90S preribosome,GO:0030686,cellular component,8.0,3.0,7.076e-02,3.294e-02,1.520e-01,1.902e-02,1.252e-02,2.890e-02,8.817e-01,7.976e-03
RRP36,21374,nucleolus,GO:0005730,cellular component,8.0,41.0,8.440e-02,4.205e-02,1.694e-01,5.464e-02,2.225e-02,1.342e-01,7.740e-01,2.421e-02
RRP36,21374,nucleus,GO:0005634,cellular component,8.0,151.0,9.542e-02,5.733e-02,1.588e-01,8.610e-02,4.638e-02,1.598e-01,7.187e-01,1.928e-02
RRP36,21374,RNA binding,GO:0003723,molecular function,8.0,63.0,7.076e-02,3.294e-02,1.520e-01,2.383e-02,3.737e-03,1.519e-01,8.506e-01,3.531e-02
MAD2L1BP,21059,regulation of exit from mitosis,GO:0007096,biological process,11.0,7.0,1.034e-01,4.639e-02,2.304e-01,5.874e-02,4.871e-02,7.082e-02,7.674e-01,5.245e-03
MAD2L1BP,21059,mitotic cell cycle checkpoint,GO:0007093,biological process,11.0,12.0,1.387e-01,8.506e-02,2.263e-01,1.110e-01,4.212e-02,2.926e-01,6.817e-01,3.192e-02
MAD2L1BP,21059,nucleus,GO:0005634,cellular component,11.0,151.0,1.034e-01,4.639e-02,2.304e-01,5.437e-02,2.082e-02,1.420e-01,7.742e-01,2.614e-02
MAD2L1BP,21059,nucleolus,GO:0005730,cellular component,11.0,41.0,1.034e-01,4.639e-02,2.304e-01,5.601e-02,1.222e-02,2.567e-01,7.672e-01,4.103e-02
MAD2L1BP,21059,cytoplasm,GO:0005737,cellular component,11.0,69.0,1.034e-01,4.639e-02,2.304e-01,6.335e-02,2.823e-02,1.422e-01,7.568e-01,2.355e-02
MAD2L1BP,21059,nuclear membrane,GO:0031965,cellular component,11.0,9.0,1.404e-01,4.001e-02,4.929e-01,1.277e-01,2.648e-02,6.155e-01,6.549e-01,5.367e-02
MAD2L1BP,21059,protein binding,GO:0005515,molecular function,11.0,332.0,1.091e-01,4.768e-02,2.496e-01,8.334e-02,3.457e-02,2.009e-01,7.217e-01,2.672e-02
ATXN1,10548,"negative regulation of transcription, DNA-templated",GO:0045892,biological process,27.0,41.0,5.387e-02,2.446e-02,1.186e-01,1.657e-02,2.025e-03,1.355e-01,8.771e-01,4.310e-02
ATXN1,10548,"regulation of transcription, DNA-templated",GO:0006355,biological process,27.0,36.0,5.596e-02,2.251e-02,1.391e-01,3.290e-02,5.045e-03,2.145e-01,8.210e-01,4.330e-02
ATXN1,10548,nuclear export,GO:0051168,biological process,27.0,5.0,6.586e-02,3.544e-02,1.224e-01,3.057e-02,6.211e-03,1.505e-01,8.313e-01,3.753e-02
ATXN1,10548,negative regulation of transcription by RNA polymerase II,GO:0000122,biological process,27.0,54.0,7.822e-02,2.362e-02,2.591e-01,5.430e-02,5.710e-03,5.164e-01,7.627e-01,5.737e-02
ATXN1,10548,nervous system development,GO:0007399,biological process,27.0,3.0,8.500e-02,4.240e-02,1.704e-01,7.760e-02,4.105e-02,1.467e-01,7.321e-01,1.927e-02
ATXN1,10548,anatomical structure development,GO:0048856,biological process,27.0,197.0,4.063e-01,2.402e-01,6.871e-01,4.063e-01,2.402e-01,6.871e-01,4.339e-01,3.252e-02
ATXN1,10548,nucleus,GO:0005634,cellular component,27.0,151.0,5.623e-02,2.847e-02,1.110e-01,2.931e-02,1.027e-02,8.365e-02,8.401e-01,2.580e-02
ATXN1,10548,nucleoplasm,GO:0005654,cellular component,27.0,74.0,5.623e-02,2.847e-02,1.110e-01,3.161e-02,1.301e-02,7.680e-02,8.332e-01,2.188e-02
ATXN1,10548,nuclear matrix,GO:0016363,cellular component,27.0,6.0,5.745e-02,2.709e-02,1.218e-01,3.551e-02,1.108e-02,1.137e-01,8.201e-01,3.020e-02
ATXN1,10548,nuclear inclusion body,GO:0042405,cellular component,27.0,2.0,5.752e-02,3.115e-02,1.062e-01,3.579e-02,2.694e-02,4.753e-02,8.225e-01,6.769e-03
ATXN1,10548,nucleolus,GO:0005730,cellular component,27.0,41.0,5.768e-02,3.095e-02,1.075e-01,2.761e-02,5.783e-03,1.318e-01,8.409e-01,3.290e-02
ATXN1,10548,cytosol,GO:0005829,cellular component,27.0,78.0,5.768e-02,3.095e-02,1.075e-01,3.532e-02,1.578e-02,7.905e-02,8.224e-01,2.035e-02
ATXN1,10548,cytoplasm,GO:0005737,cellular component,27.0,69.0,5.894e-02,2.941e-02,1.181e-01,4.167e-02,1.797e-02,9.663e-02,8.046e-01,2.227e-02
ATXN1,10548,protein self-association,GO:0043621,molecular function,27.0,3.0,4.873e-02,2.982e-02,7.964e-02,5.978e-03,8.491e-04,4.209e-02,9.426e-01,2.415e-02
ATXN1,10548,protein C-terminus binding,GO:0008022,molecular function,27.0,7.0,5.240e-02,2.594e-02,1.059e-01,1.033e-02,3.079e-03,3.463e-02,9.183e-01,1.735e-02
ATXN1,10548,poly(G) binding,GO:0034046,molecular function,27.0,2.0,5.240e-02,2.594e-02,1.059e-01,1.937e-02,4.407e-03,8.510e-02,8.727e-01,2.799e-02
ATXN1,10548,poly(U) RNA binding,GO:0008266,molecular function,27.0,2.0,5.240e-02,2.594e-02,1.059e-01,1.925e-02,3.947e-03,9.394e-02,8.719e-01,2.888e-02
ATXN1,10548,identical protein binding,GO:0042802,molecular function,27.0,20.0,5.302e-02,2.711e-02,1.037e-01,1.700e-02,8.916e-03,3.241e-02,8.895e-01,1.208e-02
ATXN1,10548,protein binding,GO:0005515,molecular function,27.0,332.0,5.944e-02,3.380e-02,1.045e-01,3.892e-02,1.830e-02,8.279e-02,8.122e-01,1.893e-02
DOK4,19868,protein binding,GO:0005515,molecular function,2.0,332.0,2.994e-02,2.561e-02,3.501e-02,2.994e-02,2.561e-02,3.501e-02,8.402e-01,3.696e-03
PPDPF,16142,,,,nan,nan,,,,,,,,
FAM110A,16188,protein binding,GO:0005515,molecular function,3.0,332.0,3.227e-02,1.895e-02,5.494e-02,3.227e-02,1.895e-02,5.494e-02,8.324e-01,1.297e-02
ID1,5360,negative regulation of DNA binding,GO:0043392,biological process,20.0,10.0,8.261e-02,5.201e-02,1.312e-01,2.496e-02,3.666e-03,1.699e-01,8.456e-01,3.670e-02
ID1,5360,negative regulation of neuron differentiation,GO:0045665,biological process,20.0,13.0,8.261e-02,5.201e-02,1.312e-01,3.879e-02,1.119e-02,1.345e-01,8.103e-01,3.290e-02
ID1,5360,"negative regulation of transcription, DNA-templated",GO:0045892,biological process,20.0,41.0,8.346e-02,5.089e-02,1.369e-01,3.420e-02,4.470e-03,2.617e-01,8.159e-01,5.346e-02
ID1,5360,circadian rhythm,GO:0007623,biological process,20.0,9.0,8.607e-02,6.013e-02,1.232e-01,3.461e-02,2.091e-02,5.726e-02,8.258e-01,1.227e-02
ID1,5360,neuron differentiation,GO:0030182,biological process,20.0,18.0,8.607e-02,6.013e-02,1.232e-01,4.009e-02,1.957e-02,8.213e-02,8.093e-01,1.805e-02
ID1,5360,regulation of cell cycle,GO:0051726,biological process,20.0,14.0,8.791e-02,6.242e-02,1.238e-01,5.708e-02,4.519e-02,7.211e-02,7.709e-01,6.523e-03
ID1,5360,negative regulation of DNA-binding transcription factor activity,GO:0043433,biological process,20.0,8.0,1.115e-01,8.897e-02,1.398e-01,1.048e-01,7.538e-02,1.457e-01,6.929e-01,1.127e-02
ID1,5360,Golgi apparatus,GO:0005794,cellular component,20.0,15.0,8.607e-02,6.013e-02,1.232e-01,3.353e-02,1.803e-02,6.235e-02,8.287e-01,1.483e-02
ID1,5360,nucleoplasm,GO:0005654,cellular component,20.0,74.0,9.236e-02,7.320e-02,1.165e-01,7.445e-02,4.601e-02,1.204e-01,7.379e-01,1.491e-02
ID1,5360,nucleus,GO:0005634,cellular component,20.0,151.0,9.236e-02,7.320e-02,1.165e-01,7.733e-02,5.967e-02,1.002e-01,7.337e-01,8.073e-03
ID1,5360,cytoplasm,GO:0005737,cellular component,20.0,69.0,9.727e-02,7.809e-02,1.212e-01,8.273e-02,6.665e-02,1.027e-01,7.251e-01,6.664e-03
ID1,5360,RNA polymerase II transcription factor binding,GO:0001085,molecular function,20.0,6.0,8.261e-02,5.201e-02,1.312e-01,1.359e-02,8.021e-03,2.304e-02,9.059e-01,8.617e-03
ID1,5360,transcription factor binding,GO:0008134,molecular function,20.0,19.0,8.261e-02,5.201e-02,1.312e-01,3.875e-02,1.372e-02,1.094e-01,8.117e-01,2.703e-02
ID1,5360,DNA-binding transcription factor activity,GO:0003700,molecular function,20.0,18.0,8.424e-02,5.314e-02,1.336e-01,4.213e-02,1.909e-02,9.300e-02,8.037e-01,2.021e-02
ID1,5360,protein binding,GO:0005515,molecular function,20.0,332.0,1.017e-01,8.691e-02,1.191e-01,9.399e-02,7.502e-02,1.178e-01,7.081e-01,7.433e-03
UXT,12641,microtubule cytoskeleton organization,GO:0000226,biological process,17.0,25.0,6.595e-02,3.294e-02,1.320e-01,3.839e-02,1.030e-02,1.431e-01,8.108e-01,3.515e-02
UXT,12641,centrosome cycle,GO:0007098,biological process,17.0,4.0,7.126e-02,3.992e-02,1.272e-01,5.180e-02,2.325e-02,1.154e-01,7.806e-01,2.143e-02
UXT,12641,negative regulation of transcription by RNA polymerase II,GO:0000122,biological process,17.0,54.0,1.349e-01,5.401e-02,3.372e-01,1.349e-01,5.401e-02,3.372e-01,6.532e-01,3.241e-02
UXT,12641,gamma-tubulin complex,GO:0000930,cellular component,17.0,4.0,6.595e-02,3.294e-02,1.320e-01,3.343e-02,2.185e-02,5.115e-02,8.287e-01,1.035e-02
UXT,12641,cytoskeleton,GO:0005856,cellular component,17.0,12.0,6.595e-02,3.294e-02,1.320e-01,3.727e-02,2.918e-02,4.759e-02,8.185e-01,6.277e-03
UXT,12641,centrosome,GO:0005813,cellular component,17.0,31.0,6.595e-02,3.294e-02,1.320e-01,3.876e-02,2.115e-02,7.103e-02,8.133e-01,1.518e-02
UXT,12641,nucleus,GO:0005634,cellular component,17.0,151.0,6.595e-02,3.294e-02,1.320e-01,4.735e-02,1.963e-02,1.142e-01,7.902e-01,2.357e-02
UXT,12641,cytoplasm,GO:0005737,cellular component,17.0,69.0,6.595e-02,3.294e-02,1.320e-01,5.028e-02,2.465e-02,1.026e-01,7.844e-01,1.996e-02
UXT,12641,chromatin,GO:0000785,cellular component,17.0,15.0,6.658e-02,3.387e-02,1.308e-01,5.829e-02,2.895e-02,1.174e-01,7.670e-01,2.033e-02
UXT,12641,transcription corepressor activity,GO:0003714,molecular function,17.0,6.0,6.595e-02,3.294e-02,1.320e-01,1.947e-02,9.333e-03,4.061e-02,8.782e-01,1.520e-02
UXT,12641,chromatin binding,GO:0003682,molecular function,17.0,17.0,6.595e-02,3.294e-02,1.320e-01,3.267e-02,1.609e-02,6.631e-02,8.307e-01,1.735e-02
UXT,12641,beta-tubulin binding,GO:0048487,molecular function,17.0,4.0,6.595e-02,3.294e-02,1.320e-01,4.264e-02,1.232e-02,1.476e-01,8.002e-01,3.363e-02
UXT,12641,protein binding,GO:0005515,molecular function,17.0,332.0,6.595e-02,3.294e-02,1.320e-01,5.575e-02,2.224e-02,1.398e-01,7.714e-01,2.634e-02
UXT,12641,transcription coregulator activity,GO:0003712,molecular function,17.0,5.0,6.658e-02,3.387e-02,1.308e-01,2.286e-02,5.491e-03,9.513e-02,8.592e-01,2.943e-02
DLGAP5,16864,spindle pole centrosome,GO:0031616,cellular component,10.0,3.0,4.697e-02,3.741e-02,5.897e-02,1.171e-02,4.648e-03,2.952e-02,9.127e-01,1.399e-02
DLGAP5,16864,mitochondrion,GO:0005739,cellular component,10.0,19.0,4.876e-02,3.469e-02,6.853e-02,3.062e-02,1.626e-02,5.766e-02,8.376e-01,1.554e-02
DLGAP5,16864,cytosol,GO:0005829,cellular component,10.0,78.0,4.876e-02,3.469e-02,6.853e-02,3.634e-02,2.088e-02,6.324e-02,8.200e-01,1.412e-02
DLGAP5,16864,nucleus,GO:0005634,cellular component,10.0,151.0,4.876e-02,3.469e-02,6.853e-02,4.134e-02,3.043e-02,5.618e-02,8.072e-01,8.058e-03
DLGAP5,16864,microtubule organizing center,GO:0005815,cellular component,10.0,16.0,4.902e-02,3.430e-02,7.006e-02,2.848e-02,7.596e-03,1.068e-01,8.409e-01,3.180e-02
DLGAP5,16864,protein binding,GO:0005515,molecular function,10.0,332.0,4.876e-02,3.469e-02,6.853e-02,3.832e-02,2.902e-02,5.062e-02,8.154e-01,7.335e-03
DLGAP5,16864,phosphoprotein phosphatase activity,GO:0004721,molecular function,10.0,20.0,8.691e-02,3.628e-02,2.082e-01,5.724e-02,5.854e-03,5.597e-01,7.560e-01,5.920e-02
SGCE,10808,,,,nan,nan,,,,,,,,
CASD1,16014,,,,nan,nan,,,,,,,,
KRT17,6427,signal transduction,GO:0007165,biological process,11.0,47.0,7.732e-02,5.458e-02,1.095e-01,6.099e-02,4.355e-02,8.540e-02,7.629e-01,9.564e-03
KRT17,6427,extracellular exosome,GO:0070062,cellular component,11.0,33.0,3.573e-02,5.541e-03,2.304e-01,1.246e-02,3.514e-03,4.422e-02,9.074e-01,1.719e-02
KRT17,6427,intermediate filament cytoskeleton,GO:0045111,cellular component,11.0,8.0,4.099e-02,4.817e-03,3.488e-01,2.287e-02,2.992e-03,1.749e-01,8.525e-01,4.193e-02
KRT17,6427,protein binding,GO:0005515,molecular function,11.0,332.0,3.573e-02,5.541e-03,2.304e-01,1.735e-02,4.059e-03,7.413e-02,8.814e-01,2.499e-02
KRT17,6427,MHC class II protein binding,GO:0042289,molecular function,11.0,4.0,4.902e-02,3.695e-03,6.502e-01,3.550e-02,1.571e-03,8.024e-01,7.935e-01,7.450e-02
KRT17,6427,MHC class II receptor activity,GO:0032395,molecular function,11.0,2.0,5.348e-02,4.563e-03,6.269e-01,4.803e-02,3.790e-03,6.086e-01,7.719e-01,6.388e-02
KNSTRN,30767,spindle organization,GO:0007051,biological process,14.0,10.0,4.518e-02,3.381e-02,6.038e-02,1.398e-02,3.987e-03,4.901e-02,8.994e-01,1.862e-02
KNSTRN,30767,regulation of attachment of spindle microtubules to kinetochore,GO:0051988,biological process,14.0,9.0,4.585e-02,3.378e-02,6.224e-02,2.677e-02,1.539e-02,4.654e-02,8.512e-01,1.290e-02
KNSTRN,30767,mitotic sister chromatid segregation,GO:0000070,biological process,14.0,9.0,4.689e-02,3.282e-02,6.701e-02,3.038e-02,1.652e-02,5.584e-02,8.387e-01,1.420e-02
KNSTRN,30767,chromosome segregation,GO:0007059,biological process,14.0,7.0,5.233e-02,2.655e-02,1.032e-01,3.728e-02,1.221e-02,1.138e-01,8.156e-01,2.959e-02
KNSTRN,30767,kinetochore,GO:0000776,cellular component,14.0,13.0,4.518e-02,3.381e-02,6.038e-02,1.220e-02,5.274e-03,2.820e-02,9.113e-01,1.117e-02
KNSTRN,30767,microtubule plus-end,GO:0035371,cellular component,14.0,6.0,4.518e-02,3.381e-02,6.038e-02,1.402e-02,1.091e-02,1.802e-02,9.046e-01,3.876e-03
KNSTRN,30767,mitotic spindle,GO:0072686,cellular component,14.0,17.0,4.518e-02,3.381e-02,6.038e-02,2.000e-02,1.296e-02,3.086e-02,8.776e-01,9.017e-03
KNSTRN,30767,microtubule cytoskeleton,GO:0015630,cellular component,14.0,17.0,5.053e-02,4.409e-02,5.790e-02,3.876e-02,3.777e-02,3.977e-02,8.146e-01,6.226e-04
KNSTRN,30767,cytosol,GO:0005829,cellular component,14.0,78.0,6.817e-02,4.551e-02,1.021e-01,5.929e-02,3.476e-02,1.011e-01,7.657e-01,1.500e-02
KNSTRN,30767,protein binding,GO:0005515,molecular function,14.0,332.0,7.747e-02,6.292e-02,9.538e-02,7.747e-02,6.292e-02,9.538e-02,7.336e-01,6.369e-03
CALML4,18445,,,,nan,nan,,,,,,,,
SUMF2,20415,,,,nan,nan,,,,,,,,
KRI1,25769,"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",GO:0000447,biological process,8.0,2.0,2.177e-02,5.874e-03,8.071e-02,1.524e-02,2.377e-03,9.775e-02,8.870e-01,2.763e-02
KRI1,25769,90S preribosome,GO:0030686,cellular component,8.0,3.0,2.177e-02,5.874e-03,8.071e-02,9.881e-03,1.758e-03,5.552e-02,9.192e-01,2.127e-02
KRI1,25769,nucleolus,GO:0005730,cellular component,8.0,41.0,3.289e-02,1.767e-02,6.124e-02,3.289e-02,1.767e-02,6.124e-02,8.303e-01,1.563e-02
KRI1,25769,RNA binding,GO:0003723,molecular function,8.0,63.0,2.600e-02,1.256e-02,5.384e-02,1.564e-02,1.129e-02,2.166e-02,8.971e-01,5.559e-03
ASH2L,744,"transcription, DNA-templated",GO:0006351,biological process,21.0,16.0,7.413e-02,4.504e-02,1.220e-01,3.701e-02,1.133e-02,1.209e-01,8.158e-01,3.136e-02
ASH2L,744,cellular response to DNA damage stimulus,GO:0006974,biological process,21.0,20.0,8.733e-02,6.159e-02,1.238e-01,6.021e-02,4.578e-02,7.918e-02,7.643e-01,7.736e-03
ASH2L,744,histone H3-K4 methylation,GO:0051568,biological process,21.0,5.0,8.773e-02,3.601e-02,2.138e-01,4.951e-02,8.396e-03,2.920e-01,7.791e-01,4.604e-02
ASH2L,744,response to estrogen,GO:0043627,biological process,21.0,3.0,9.904e-02,5.144e-02,1.907e-01,7.891e-02,3.707e-02,1.680e-01,7.292e-01,2.417e-02
ASH2L,744,positive regulation of cell population proliferation,GO:0008284,biological process,21.0,40.0,1.729e-01,6.623e-02,4.515e-01,1.729e-01,6.623e-02,4.515e-01,6.123e-01,3.721e-02
ASH2L,744,MLL3/4 complex,GO:0044666,cellular component,21.0,2.0,6.513e-02,4.217e-02,1.006e-01,2.459e-02,1.434e-02,4.217e-02,8.588e-01,1.202e-02
ASH2L,744,Set1C/COMPASS complex,GO:0048188,cellular component,21.0,2.0,6.513e-02,4.217e-02,1.006e-01,2.467e-02,1.321e-02,4.608e-02,8.583e-01,1.381e-02
ASH2L,744,nucleus,GO:0005634,cellular component,21.0,151.0,7.343e-02,4.542e-02,1.187e-01,3.388e-02,1.420e-02,8.085e-02,8.262e-01,2.199e-02
ASH2L,744,histone methyltransferase complex,GO:0035097,cellular component,21.0,8.0,8.807e-02,3.429e-02,2.262e-01,4.782e-02,1.136e-02,2.012e-01,7.854e-01,4.114e-02
ASH2L,744,beta-catenin binding,GO:0008013,molecular function,21.0,6.0,5.861e-02,5.299e-02,6.483e-02,5.859e-03,3.468e-03,9.897e-03,9.490e-01,5.408e-03
ASH2L,744,protein binding,GO:0005515,molecular function,21.0,332.0,7.343e-02,4.542e-02,1.187e-01,4.015e-02,1.671e-02,9.645e-02,8.087e-01,2.262e-02
ASH2L,744,transcription regulatory region DNA binding,GO:0044212,molecular function,21.0,24.0,8.366e-02,6.596e-02,1.061e-01,5.861e-02,2.960e-02,1.161e-01,7.665e-01,1.979e-02
ASH2L,744,histone methyltransferase activity (H3-K4 specific),GO:0042800,molecular function,21.0,2.0,1.244e-01,6.447e-02,2.401e-01,9.395e-02,2.483e-02,3.554e-01,7.024e-01,4.139e-02
SGO1,25088,"mitotic sister chromatid cohesion, centromeric",GO:0071962,biological process,30.0,3.0,3.145e-02,2.112e-02,4.684e-02,1.085e-02,7.001e-03,1.682e-02,9.194e-01,5.795e-03
SGO1,25088,attachment of spindle microtubules to kinetochore,GO:0008608,biological process,30.0,5.0,3.145e-02,2.112e-02,4.684e-02,1.271e-02,3.243e-03,4.978e-02,9.035e-01,2.340e-02
SGO1,25088,meiotic chromosome segregation,GO:0045132,biological process,30.0,9.0,3.712e-02,3.370e-02,4.088e-02,2.211e-02,1.608e-02,3.040e-02,8.694e-01,6.967e-03
SGO1,25088,centriole-centriole cohesion,GO:0010457,biological process,30.0,4.0,3.712e-02,3.370e-02,4.088e-02,2.280e-02,1.835e-02,2.833e-02,8.669e-01,4.925e-03
SGO1,25088,chromosome segregation,GO:0007059,biological process,30.0,7.0,4.194e-02,2.026e-02,8.682e-02,2.273e-02,5.850e-03,8.830e-02,8.611e-01,3.040e-02
SGO1,25088,"chromosome, centromeric region",GO:0000775,cellular component,30.0,8.0,3.145e-02,2.112e-02,4.684e-02,4.402e-03,1.045e-03,1.854e-02,9.585e-01,1.429e-02
SGO1,25088,"condensed chromosome, centromeric region",GO:0000779,cellular component,30.0,4.0,3.145e-02,2.112e-02,4.684e-02,6.639e-03,3.167e-03,1.392e-02,9.434e-01,7.915e-03
SGO1,25088,kinetochore,GO:0000776,cellular component,30.0,13.0,3.145e-02,2.112e-02,4.684e-02,1.034e-02,8.390e-03,1.275e-02,9.224e-01,2.513e-03
SGO1,25088,centrosome,GO:0005813,cellular component,30.0,31.0,4.076e-02,3.059e-02,5.431e-02,2.363e-02,1.274e-02,4.384e-02,8.620e-01,1.327e-02
SGO1,25088,spindle pole,GO:0000922,cellular component,30.0,15.0,4.498e-02,3.470e-02,5.831e-02,3.316e-02,2.492e-02,4.412e-02,8.303e-01,6.701e-03
SGO1,25088,nucleoplasm,GO:0005654,cellular component,30.0,74.0,6.253e-02,3.637e-02,1.075e-01,5.678e-02,3.518e-02,9.164e-02,7.711e-01,1.334e-02
SGO1,25088,cytosol,GO:0005829,cellular component,30.0,78.0,6.274e-02,3.624e-02,1.086e-01,5.946e-02,3.751e-02,9.427e-02,7.655e-01,1.288e-02
SGO1,25088,kinase binding,GO:0019900,molecular function,30.0,7.0,3.740e-02,2.677e-02,5.224e-02,2.083e-02,7.863e-03,5.518e-02,8.715e-01,2.101e-02
SGO1,25088,protein binding,GO:0005515,molecular function,30.0,332.0,6.504e-02,3.550e-02,1.192e-01,6.328e-02,3.147e-02,1.272e-01,7.575e-01,1.987e-02
TMEM8A,17205,lysosomal membrane,GO:0005765,cellular component,5.0,8.0,4.556e-02,2.940e-02,7.058e-02,2.483e-02,1.685e-02,3.659e-02,8.583e-01,8.738e-03
TMEM8A,17205,plasma membrane,GO:0005886,cellular component,5.0,24.0,4.556e-02,2.940e-02,7.058e-02,2.784e-02,2.451e-02,3.161e-02,8.474e-01,3.197e-03
TMEM8A,17205,extracellular exosome,GO:0070062,cellular component,5.0,33.0,4.556e-02,2.940e-02,7.058e-02,3.414e-02,2.201e-02,5.298e-02,8.266e-01,1.087e-02
TMEM8A,17205,protein binding,GO:0005515,molecular function,5.0,332.0,7.832e-02,5.375e-02,1.141e-01,7.832e-02,5.375e-02,1.141e-01,7.317e-01,1.161e-02
JUND,6206,response to cytokine,GO:0034097,biological process,31.0,33.0,4.754e-02,3.630e-02,6.227e-02,2.070e-02,1.268e-02,3.380e-02,8.744e-01,1.046e-02
JUND,6206,response to organic substance,GO:0010033,biological process,31.0,59.0,4.865e-02,3.813e-02,6.209e-02,2.477e-02,1.021e-02,6.009e-02,8.569e-01,1.992e-02
JUND,6206,response to cAMP,GO:0051591,biological process,31.0,7.0,4.865e-02,3.813e-02,6.209e-02,2.638e-02,1.589e-02,4.380e-02,8.526e-01,1.184e-02
JUND,6206,response to drug,GO:0042493,biological process,31.0,78.0,4.900e-02,3.364e-02,7.139e-02,2.617e-02,7.581e-03,9.034e-02,8.492e-01,2.839e-02
JUND,6206,response to lipopolysaccharide,GO:0032496,biological process,31.0,8.0,4.969e-02,3.947e-02,6.255e-02,2.879e-02,1.276e-02,6.497e-02,8.428e-01,1.872e-02
JUND,6206,response to radiation,GO:0009314,biological process,31.0,6.0,4.994e-02,4.144e-02,6.017e-02,2.271e-02,1.012e-02,5.095e-02,8.645e-01,1.673e-02
JUND,6206,response to mechanical stimulus,GO:0009612,biological process,31.0,10.0,5.149e-02,4.476e-02,5.923e-02,2.655e-02,9.368e-03,7.522e-02,8.492e-01,2.211e-02
JUND,6206,positive regulation of transcription by RNA polymerase II,GO:0045944,biological process,31.0,62.0,5.468e-02,4.652e-02,6.426e-02,3.776e-02,2.145e-02,6.647e-02,8.162e-01,1.411e-02
JUND,6206,cellular response to hormone stimulus,GO:0032870,biological process,31.0,30.0,5.714e-02,3.862e-02,8.455e-02,4.510e-02,2.352e-02,8.647e-02,7.970e-01,1.757e-02
JUND,6206,negative regulation of transcription by RNA polymerase II,GO:0000122,biological process,31.0,54.0,6.847e-02,3.740e-02,1.254e-01,6.370e-02,3.327e-02,1.220e-01,7.566e-01,1.900e-02
JUND,6206,regulation of cell cycle,GO:0051726,biological process,31.0,14.0,7.233e-02,3.225e-02,1.622e-01,6.008e-02,1.948e-02,1.853e-01,7.615e-01,3.288e-02
JUND,6206,positive regulation of cell differentiation,GO:0045597,biological process,31.0,41.0,1.753e-01,9.006e-02,3.413e-01,1.753e-01,9.006e-02,3.413e-01,6.128e-01,2.576e-02
JUND,6206,nuclear chromatin,GO:0000790,cellular component,31.0,14.0,4.751e-02,3.622e-02,6.230e-02,1.156e-02,2.641e-03,5.060e-02,9.108e-01,1.891e-02
JUND,6206,nucleus,GO:0005634,cellular component,31.0,151.0,4.751e-02,3.622e-02,6.230e-02,1.795e-02,3.505e-03,9.193e-02,8.772e-01,3.024e-02
JUND,6206,nucleoplasm,GO:0005654,cellular component,31.0,74.0,4.852e-02,3.444e-02,6.837e-02,2.454e-02,7.902e-03,7.619e-02,8.563e-01,2.621e-02
JUND,6206,transcription factor complex,GO:0005667,cellular component,31.0,9.0,5.152e-02,3.888e-02,6.828e-02,2.510e-02,4.519e-03,1.394e-01,8.474e-01,3.328e-02
JUND,6206,transcription factor AP-1 complex,GO:0035976,cellular component,31.0,5.0,5.323e-02,3.742e-02,7.572e-02,2.941e-02,1.026e-02,8.433e-02,8.397e-01,2.604e-02
JUND,6206,transcription factor binding,GO:0008134,molecular function,31.0,19.0,4.751e-02,3.622e-02,6.230e-02,6.404e-03,9.661e-04,4.244e-02,9.395e-01,2.389e-02
JUND,6206,"DNA-binding transcription factor activity, RNA polymerase II-specific",GO:0000981,molecular function,31.0,10.0,4.751e-02,3.622e-02,6.230e-02,1.200e-02,9.528e-03,1.512e-02,9.144e-01,3.138e-03
JUND,6206,transcription coactivator activity,GO:0003713,molecular function,31.0,8.0,4.751e-02,3.622e-02,6.230e-02,1.289e-02,5.747e-03,2.892e-02,9.076e-01,1.227e-02
JUND,6206,protein binding,GO:0005515,molecular function,31.0,332.0,4.751e-02,3.622e-02,6.230e-02,2.266e-02,7.435e-03,6.905e-02,8.635e-01,2.435e-02
