hgnc_symbol,gene_id
COL8A1,ENSG00000144810
RFT1,ENSG00000163933
PGAM4P1,ENSG00000215197
C3orf80,ENSG00000180044
ITIH6,ENSG00000102313
NFE2L1,ENSG00000082641
ZNF806,ENSG00000018607
B3GAT3P1,ENSG00000244009
HMGB1P16,ENSG00000229384
ELF3,ENSG00000163435
RPS15AP40,ENSG00000233921
PHKG1,ENSG00000164776
,ENSG00000285526
PHBP21,ENSG00000260326
,ENSG00000203387
FAM201B,ENSG00000230992
SERBP1P3,ENSG00000242142
,ENSG00000260258
FXYD3,ENSG00000089356
,ENSG00000272305
,ENSG00000260939
ASGR2,ENSG00000161944
USH2A,ENSG00000042781
,ENSG00000277639
RPL7L1P10,ENSG00000237322
IFT80,ENSG00000068885
GAPT,ENSG00000175857
CFAP47,ENSG00000165164
PSG9,ENSG00000183668
MRPL27,ENSG00000108826
PLA2G15,ENSG00000103066
RCN3,ENSG00000142552
IRS4,ENSG00000133124
,ENSG00000226297
,ENSG00000217041
,ENSG00000260548
PTMAP5,ENSG00000214182
PID1,ENSG00000153823
,ENSG00000219150
MYADML2,ENSG00000185105
,ENSG00000213150
LRRC10,ENSG00000198812
GYG1P2,ENSG00000237099
IGHJ2P,ENSG00000237547
IGHJ2,ENSG00000211904
,ENSG00000215000
IGHJ1,ENSG00000211905
IGHJ1P,ENSG00000227335
PYCR1,ENSG00000183010
,ENSG00000271182
GSG1L,ENSG00000169181
,ENSG00000268747
,ENSG00000257687
,ENSG00000271598
,ENSG00000257405
SMIM3,ENSG00000256235
ZNF85,ENSG00000105750
RPS27P21,ENSG00000240759
RNPEP,ENSG00000176393
CEACAMP10,ENSG00000241104
RPL35AP30,ENSG00000226729
FUT7,ENSG00000180549
PARP1,ENSG00000143799
,ENSG00000250609
,ENSG00000279073
H2BP3,ENSG00000240912
CPA2,ENSG00000158516
CYTIP,ENSG00000115165
NPDC1,ENSG00000107281
PIK3AP1,ENSG00000155629
RPL3L,ENSG00000140986
YBX1P7,ENSG00000232349
COL22A1,ENSG00000169436
GEMIN2,ENSG00000092208
DRD3,ENSG00000151577
DUSP12P1,ENSG00000277000
FILIP1L,ENSG00000168386
,ENSG00000259922
UBE4A,ENSG00000110344
,ENSG00000240919
CYB5R1,ENSG00000159348
MAPK6P1,ENSG00000206144
,ENSG00000253668
GPR39,ENSG00000183840
,ENSG00000268731
,ENSG00000269839
,ENSG00000268278
,ENSG00000249320
ZNF430,ENSG00000118620
,ENSG00000248608
ABCA2,ENSG00000107331
ZNF408,ENSG00000175213
C19orf48,ENSG00000167747
LYPD1,ENSG00000150551
PMEPA1,ENSG00000124225
EREG,ENSG00000124882
USP17L4,ENSG00000236125
GPR89B,ENSG00000188092
SAT1,ENSG00000130066
CACFD1,ENSG00000160325
SDR16C5,ENSG00000170786
TCEANC,ENSG00000176896
,ENSG00000254216
ACADM,ENSG00000117054
NPAS1,ENSG00000130751
,ENSG00000238150
TENM1,ENSG00000009694
NEK4,ENSG00000114904
KCTD9P6,ENSG00000229211
,ENSG00000183458
LENG8,ENSG00000167615
SYT10,ENSG00000110975
NPM1P34,ENSG00000232054
DCTN2,ENSG00000175203
DLGAP1,ENSG00000170579
,ENSG00000236880
ANKRD26,ENSG00000107890
NCR1,ENSG00000189430
,ENSG00000264246
LENG9,ENSG00000275183
TLE3,ENSG00000140332
EGFL6,ENSG00000198759
SLC5A10,ENSG00000154025
RPL30P15,ENSG00000233357
,ENSG00000257316
FDPS,ENSG00000160752
SAFB2,ENSG00000130254
ITGB2,ENSG00000160255
ROBO1,ENSG00000169855
,ENSG00000263045
PES1P2,ENSG00000229268
ZEB2-AS1,ENSG00000238057
NPIPA1,ENSG00000183426
SH2D1A,ENSG00000183918
,ENSG00000260405
TRIM60P19,ENSG00000235737
,ENSG00000260675
NCF4,ENSG00000100365
S100A11P2,ENSG00000236592
GRAP,ENSG00000154016
CHL1,ENSG00000134121
SEPTIN7P8,ENSG00000229000
TRMT1L,ENSG00000121486
ADGRE1,ENSG00000174837
RPS8P6,ENSG00000231660
PRXL2AP2,ENSG00000254213
PITX3,ENSG00000107859
C8orf89,ENSG00000274443
FCRL6,ENSG00000181036
,ENSG00000253564
ITGB3BP,ENSG00000142856
ELOVL3,ENSG00000119915
PSAT1P2,ENSG00000232144
RSL24D1P2,ENSG00000230595
HSFX4,ENSG00000283463
DPY19L1,ENSG00000173852
AFF3,ENSG00000144218
DRD1,ENSG00000184845
DPY19L2P1,ENSG00000189212
BRSK1,ENSG00000160469
EFCAB7,ENSG00000203965
KYAT1,ENSG00000171097
USP31,ENSG00000103404
RFPL1,ENSG00000128250
HNRNPA3P5,ENSG00000236565
RFPL1S,ENSG00000225465
CRY2,ENSG00000121671
STARP1,ENSG00000214266
DHX29,ENSG00000067248
,ENSG00000265916
RFPL4AP6,ENSG00000278292
NDUFB2,ENSG00000090266
LGMNP1,ENSG00000214269
GTF2H2C,ENSG00000183474
OR7E96P,ENSG00000227013
BCL9,ENSG00000116128
PRAF2,ENSG00000243279
FAM90A12P,ENSG00000254229
COX7A2P2,ENSG00000236764
RAB3IL1,ENSG00000167994
FAM90A24P,ENSG00000215354
FAM90A11P,ENSG00000233115
,ENSG00000285697
,ENSG00000242156
PEX14,ENSG00000142655
DSCAM,ENSG00000171587
RASSF6,ENSG00000169435
CCNO,ENSG00000152669
ARL2BPP6,ENSG00000248355
PGM1,ENSG00000079739
NKTR,ENSG00000114857
HERC4,ENSG00000148634
CXorf40B,ENSG00000197021
KRT17P7,ENSG00000205215
,ENSG00000183171
,ENSG00000266042
RPS3AP38,ENSG00000226318
MCIDAS,ENSG00000234602
SPOUT1,ENSG00000198917
,ENSG00000223672
SS18L2,ENSG00000008324
,ENSG00000250655
PDHA2,ENSG00000163114
,ENSG00000224016
FLT1,ENSG00000102755
DFFA,ENSG00000160049
SPHK2,ENSG00000063176
RPL30P6,ENSG00000242936
NEU1,ENSG00000204386
LRRC8A,ENSG00000136802
ELP6,ENSG00000163832
ZBTB47,ENSG00000114853
KRT17P6,ENSG00000231645
CDKN3,ENSG00000100526
BOLA2P2,ENSG00000271161
ENDOG,ENSG00000167136
,ENSG00000286112
,ENSG00000259509
INHA,ENSG00000123999
NFYAP1,ENSG00000237849
HMGN1P32,ENSG00000237589
KIAA1328,ENSG00000150477
DENND2A,ENSG00000146966
ARHGAP9,ENSG00000123329
HS3ST2,ENSG00000122254
RUSC1,ENSG00000160753
VTA1,ENSG00000009844
ATP6V0E2,ENSG00000171130
CTIF,ENSG00000134030
INHBE,ENSG00000139269
,ENSG00000285133
SAFB,ENSG00000160633
HSP90B2P,ENSG00000259706
,ENSG00000259257
HNRNPA1P62,ENSG00000259228
DBP,ENSG00000105516
ABT1P1,ENSG00000250496
CYB5D1,ENSG00000182224
ADCK2,ENSG00000133597
PEX5L,ENSG00000114757
HDHD2,ENSG00000167220
MAP1A,ENSG00000166963
NIFKP2,ENSG00000251122
,ENSG00000267800
,ENSG00000248293
CCNB3,ENSG00000147082
AP1B1,ENSG00000100280
SOAT1,ENSG00000057252
IER3IP1,ENSG00000134049
FCAR,ENSG00000186431
NAA38,ENSG00000183011
C6orf136,ENSG00000204564
,ENSG00000267228
SLC66A1,ENSG00000040487
PIK3R1,ENSG00000145675
OBSL1,ENSG00000124006
METAP1,ENSG00000164024
,ENSG00000257905
,ENSG00000255211
DEFB109C,ENSG00000205989
,ENSG00000257807
USP17L8,ENSG00000237038
USP17L3,ENSG00000225327
SF3B4,ENSG00000143368
,ENSG00000213774
ZNF705B,ENSG00000215356
RPL18,ENSG00000063177
DEFB108A,ENSG00000229907
PVALB,ENSG00000100362
DHX16,ENSG00000204560
TFB2M,ENSG00000162851
FBXO8,ENSG00000164117
,ENSG00000229112
ACTL8,ENSG00000117148
EGFL7,ENSG00000172889
USP13,ENSG00000058056
IGKV1-5,ENSG00000243466
PHBP7,ENSG00000213711
,ENSG00000230520
SLN,ENSG00000170290
CHRNA7,ENSG00000175344
,ENSG00000270516
HNRNPC,ENSG00000092199
IGKV1-6,ENSG00000239855
ZBTB40,ENSG00000184677
CTBP2P8,ENSG00000234383
PLEKHH1,ENSG00000054690
IGKV3-7,ENSG00000243063
GNG12,ENSG00000172380
ZNF461,ENSG00000197808
YWHAB,ENSG00000166913
MAGEB2,ENSG00000099399
,ENSG00000254702
LIF,ENSG00000128342
NUP155,ENSG00000113569
NF1P10,ENSG00000277529
PSPC1P2,ENSG00000244615
,ENSG00000286038
IGKV1-8,ENSG00000240671
,ENSG00000271424
ARL5AP3,ENSG00000228431
,ENSG00000230643
PMS2P10,ENSG00000276840
DIRAS3,ENSG00000162595
,ENSG00000277367
,ENSG00000286137
VN1R76P,ENSG00000273762
RAVER1,ENSG00000161847
NECTIN4,ENSG00000143217
DHFRP1,ENSG00000188985
MIA2,ENSG00000150527
PSMA8,ENSG00000154611
ZCCHC24,ENSG00000165424
POM121L3P,ENSG00000167390
AGRN,ENSG00000188157
TPRX1P1,ENSG00000259021
,ENSG00000260776
,ENSG00000270995
,ENSG00000231741
NHP2,ENSG00000145912
DUSP22,ENSG00000112679
LOXL2,ENSG00000134013
,ENSG00000286100
,ENSG00000253512
FDX2,ENSG00000267673
RPL29P32,ENSG00000242945
TAS2R5,ENSG00000127366
VKORC1L1,ENSG00000196715
TENT5B,ENSG00000158246
,ENSG00000253946
HTN1,ENSG00000126550
MTCO1P55,ENSG00000241926
DCC,ENSG00000187323
CCND1,ENSG00000110092
MTND2P5,ENSG00000224354
RPL7P20,ENSG00000254252
MAGEB3,ENSG00000198798
DKK1,ENSG00000107984
MTND1P3,ENSG00000239648
RHOT2,ENSG00000140983
TMEM189,ENSG00000240849
CYP4F22,ENSG00000171954
IPO8,ENSG00000133704
NAA35,ENSG00000135040
SLC39A12,ENSG00000148482
GHRHR,ENSG00000106128
NPC1,ENSG00000141458
CFL1,ENSG00000172757
POLR2J,ENSG00000005075
TMEM229B,ENSG00000198133
PRKG1,ENSG00000185532
ICAM3,ENSG00000076662
PALMD,ENSG00000099260
NPR1,ENSG00000169418
,ENSG00000269765
DOCK4,ENSG00000128512
,ENSG00000229119
MYL6P4,ENSG00000240677
LTO1,ENSG00000149716
CDKN1B,ENSG00000111276
ENPP5,ENSG00000112796
PHBP9,ENSG00000230224
RPS27AP15,ENSG00000229753
RPS20P24,ENSG00000236862
GPS2P1,ENSG00000236496
LRWD1,ENSG00000161036
CWF19L1,ENSG00000095485
TMC1,ENSG00000165091
PMP22,ENSG00000109099
ATP5PDP2,ENSG00000229184
OR5M14P,ENSG00000249081
C6orf58,ENSG00000184530
ASPHD2,ENSG00000128203
ACTG1P9,ENSG00000229349
,ENSG00000243304
HSBP1P1,ENSG00000258650
HTR3B,ENSG00000149305
CUBNP2,ENSG00000234993
TOMM20L,ENSG00000196860
,ENSG00000244563
HMGB3P10,ENSG00000223656
POLR2D,ENSG00000144231
RBPMS2,ENSG00000166831
USP8,ENSG00000138592
HMGN2P31,ENSG00000214195
RCAN2,ENSG00000172348
UBTD1,ENSG00000165886
PHOX2B,ENSG00000109132
RLN1,ENSG00000107018
SLC6A3,ENSG00000142319
TIMM9,ENSG00000100575
RPL23AP43,ENSG00000227337
SKP2,ENSG00000145604
MPPE1,ENSG00000154889
ZGLP1,ENSG00000220201
,ENSG00000231967
RPS27P1,ENSG00000223876
PRSS37,ENSG00000165076
ART2BP,ENSG00000237408
PPP1R3C,ENSG00000119938
HNRNPA1P32,ENSG00000213778
ART2P,ENSG00000238048
ZNF234,ENSG00000263002
,ENSG00000276109
,ENSG00000274664
,ENSG00000267303
GAPDHP28,ENSG00000213449
,ENSG00000226541
,ENSG00000167807
,ENSG00000259452
RPL29P30,ENSG00000235420
FAF2P1,ENSG00000228759
LYZL2,ENSG00000151033
ACO1,ENSG00000122729
CSGALNACT1,ENSG00000147408
SNX32,ENSG00000172803
DYNLRB1,ENSG00000125971
SLC9A1,ENSG00000090020
RMC1,ENSG00000141452
RSU1P3,ENSG00000213659
COMMD4P1,ENSG00000214646
,ENSG00000219284
,ENSG00000218187
OR2AT1P,ENSG00000254475
PYGM,ENSG00000068976
,ENSG00000260212
CYP39A1,ENSG00000146233
,ENSG00000219699
HNRNPCP1,ENSG00000258900
,ENSG00000223897
,ENSG00000267430
TPM4,ENSG00000167460
CARM1P1,ENSG00000227835
VPS4B,ENSG00000119541
RPS26P24,ENSG00000243920
CFAP221,ENSG00000163075
,ENSG00000255115
MAGEB4,ENSG00000120289
,ENSG00000235705
,ENSG00000241782
TNFAIP8L2,ENSG00000163154
CSTF2T,ENSG00000177613
PWWP3A,ENSG00000160953
INTS4,ENSG00000149262
,ENSG00000218976
KIAA0586,ENSG00000100578
SCNM1,ENSG00000163156
CDC42P1,ENSG00000234933
EIF5AL1,ENSG00000253626
HMGB1P28,ENSG00000249745
FDX1P1,ENSG00000181741
MAGEB1,ENSG00000214107
,ENSG00000271985
,ENSG00000232346
OR9A3P,ENSG00000240031
RPS12P18,ENSG00000232965
GAPDHP53,ENSG00000234069
CYP4F23P,ENSG00000269516
OSM,ENSG00000099985
EFEMP2,ENSG00000172638
TBC1D2B,ENSG00000167202
NELFCD,ENSG00000101158
NPM1P2,ENSG00000266227
MRM2,ENSG00000122687
OR9A1P,ENSG00000237621
SYNDIG1,ENSG00000101463
NEK2P2,ENSG00000231565
PHBP4,ENSG00000230251
NF1P7,ENSG00000278143
SRP72P2,ENSG00000188451
,ENSG00000226474
TULP4,ENSG00000130338
THEMIS,ENSG00000172673
ANKRD34B,ENSG00000189127
LYSMD1,ENSG00000163155
NIBAN3,ENSG00000167483
MAD1L1,ENSG00000002822
RNF144B,ENSG00000137393
ABITRAMP1,ENSG00000251106
LRRC63,ENSG00000173988
FAM20C,ENSG00000177706
PARK7,ENSG00000116288
NDUFA9,ENSG00000139180
TMOD4,ENSG00000163157
GALNT13,ENSG00000144278
MRPS17P5,ENSG00000274493
RPL23AP2,ENSG00000225067
,ENSG00000267135
DCBLD1,ENSG00000164465
NPY,ENSG00000122585
,ENSG00000249887
MLN,ENSG00000096395
ACTRT2,ENSG00000169717
EFHD2,ENSG00000142634
APOLD1,ENSG00000178878
,ENSG00000217379
ADAMTS7P3,ENSG00000261143
MMP13,ENSG00000137745
AAMDC,ENSG00000087884
STX8P1,ENSG00000270296
,ENSG00000256136
,ENSG00000224067
DDX47,ENSG00000213782
OR7E140P,ENSG00000238152
CYP4A11,ENSG00000187048
SIRPB2,ENSG00000196209
OR7E148P,ENSG00000214487
DBIP2,ENSG00000251366
NHLRC3,ENSG00000188811
OR7E149P,ENSG00000177586
PACSIN3,ENSG00000165912
,ENSG00000229985
GPAM,ENSG00000119927
PLCE1P1,ENSG00000276940
NPEPL1,ENSG00000215440
CHCHD3P3,ENSG00000214973
CLEC6A,ENSG00000205846
LMF1,ENSG00000103227
RRM1,ENSG00000167325
NPM1P39,ENSG00000225159
ADAM21,ENSG00000139985
PRXL2C,ENSG00000158122
,ENSG00000269651
,ENSG00000243830
,ENSG00000282218
DYRK4,ENSG00000010219
,ENSG00000271362
GOPC,ENSG00000047932
TMEM30A,ENSG00000112697
NSFL1C,ENSG00000088833
ADAM20,ENSG00000134007
FRRS1,ENSG00000156869
SULT1C2,ENSG00000198203
SLC35F2,ENSG00000110660
CLIP2,ENSG00000106665
ADAM20P1,ENSG00000259158
PTPN6,ENSG00000111679
NF1P6,ENSG00000224435
NR0B1,ENSG00000169297
MED15P1,ENSG00000257853
USP50,ENSG00000170236
,ENSG00000283133
NXT1P1,ENSG00000214823
MUS81,ENSG00000172732
,ENSG00000259630
LHFPL6,ENSG00000183722
,ENSG00000270257
UBA6,ENSG00000033178
STX16-NPEPL1,ENSG00000254995
,ENSG00000240652
RAP1BP3,ENSG00000219703
HNRNPH1,ENSG00000169045
ROS1,ENSG00000047936
EMC3,ENSG00000125037
KCNA6,ENSG00000151079
PRDM16-DT,ENSG00000177133
STX16,ENSG00000124222
,ENSG00000231434
GALNT8,ENSG00000130035
REEP1,ENSG00000068615
,ENSG00000286192
,ENSG00000242737
CYP2G2P,ENSG00000268101
RPL15P1,ENSG00000227343
AMMECR1L,ENSG00000144233
RPL9P25,ENSG00000240821
,ENSG00000250455
TIPIN,ENSG00000075131
RPL13AP2,ENSG00000244053
RPA2P1,ENSG00000258392
RPS15AP3,ENSG00000214903
MDGA2,ENSG00000139915
KAT14,ENSG00000149474
ELP1,ENSG00000070061
SNRPEP7,ENSG00000225990
OR6Y1,ENSG00000197532
,ENSG00000234429
,ENSG00000256748
,ENSG00000272921
FAM92A1P1,ENSG00000157021
,ENSG00000204399
FANCD2,ENSG00000144554
CST7,ENSG00000077984
AKAP3,ENSG00000111254
TIFAB,ENSG00000255833
DCANP1,ENSG00000251380
ATP5MC1P6,ENSG00000214318
UQCRFS1P3,ENSG00000217314
SERPINB5,ENSG00000206075
ID4,ENSG00000172201
,ENSG00000283339
KRT18P38,ENSG00000214012
HTR5A,ENSG00000157219
PET117,ENSG00000232838
RPL5P20,ENSG00000218643
RASA4B,ENSG00000170667
ERRFI1,ENSG00000116285
,ENSG00000255639
PSMG4,ENSG00000180822
CTRC,ENSG00000162438
UCN,ENSG00000163794
,ENSG00000256799
MRPS21P6,ENSG00000214298
FIBIN,ENSG00000176971
TRIM54,ENSG00000138100
,ENSG00000276098
RPS27P18,ENSG00000233135
MTRNR2L2,ENSG00000271043
OR6P1,ENSG00000186440
,ENSG00000248967
GHRH,ENSG00000118702
DHFR,ENSG00000228716
PCDHGB6,ENSG00000253305
ALDOAP2,ENSG00000214297
,ENSG00000256851
EXD1,ENSG00000178997
PPIAP9,ENSG00000219797
PCDHGC3,ENSG00000240184
ATXN1,ENSG00000124788
RPL15P4,ENSG00000225499
TTYH3,ENSG00000136295
IGKV1-9,ENSG00000241755
OR6D1P,ENSG00000224402
TUBB2B,ENSG00000137285
TEX36,ENSG00000175018
DAZ2,ENSG00000205944
NBPF25P,ENSG00000272150
EPHA8,ENSG00000070886
CYP4A26P,ENSG00000259832
CYP4A43P,ENSG00000261196
P2RX3,ENSG00000109991
CYP4A27P,ENSG00000261593
SFTPA2,ENSG00000185303
SVIL2P,ENSG00000234814
COMTD1,ENSG00000165644
MEIS2,ENSG00000134138
SLC22A23,ENSG00000137266
IGKV2-10,ENSG00000253278
IGKV3-11,ENSG00000241351
ZNF510,ENSG00000081386
,ENSG00000243802
KCND2,ENSG00000184408
KCNQ1,ENSG00000053918
SLC22A1,ENSG00000175003
PIF1,ENSG00000140451
ZNF567,ENSG00000189042
RAB39A,ENSG00000179331
,ENSG00000244630
,ENSG00000233820
MSH3,ENSG00000113318
PRX,ENSG00000105227
NUB1,ENSG00000013374
,ENSG00000264296
TRIM71,ENSG00000206557
PCDHGB4,ENSG00000253953
CKB,ENSG00000166165
SLC22A17,ENSG00000092096
MBD2,ENSG00000134046
MBL3P,ENSG00000219430
PCDHGA10,ENSG00000253846
CFAP74,ENSG00000142609
,ENSG00000259622
TMC3,ENSG00000188869
TLE5,ENSG00000104964
,ENSG00000214651
GUSB,ENSG00000169919
ZNF850,ENSG00000267041
SLC3A2,ENSG00000168003
VRK2,ENSG00000028116
PCDHGA5,ENSG00000253485
GEMIN2P1,ENSG00000235015
,ENSG00000274397
SERTAD1,ENSG00000197019
,ENSG00000271299
GSN,ENSG00000148180
PCDHGB2,ENSG00000253910
RNF26,ENSG00000173456
PCDHGA4,ENSG00000262576
,ENSG00000249977
UGDH,ENSG00000109814
IGKV1OR2-108,ENSG00000231292
SERTAD3,ENSG00000167565
ACAT1,ENSG00000075239
SDF2,ENSG00000132581
MED15P7,ENSG00000234381
IGKV1-12,ENSG00000243290
CYP2A13,ENSG00000197838
CLTCL1,ENSG00000070371
YAF2,ENSG00000015153
IGKV1-13,ENSG00000253497
FANCD2OS,ENSG00000163705
IGKV2-14,ENSG00000253265
IGKV3-15,ENSG00000244437
PCDHGB1,ENSG00000254221
,ENSG00000248767
SLC25A3P1,ENSG00000236253
PCDHGA7,ENSG00000253537
COX6CP18,ENSG00000236041
GMNN,ENSG00000112312
BLVRB,ENSG00000090013
CYCSP10,ENSG00000232901
CYCSP11,ENSG00000229217
EMC3-AS1,ENSG00000180385
KRT8P9,ENSG00000259470
RPS12P28,ENSG00000240494
ATP4A,ENSG00000105675
UBL5P1,ENSG00000248418
DMRTB1,ENSG00000143006
,ENSG00000250984
,ENSG00000249744
,ENSG00000233787
PCDHGA1,ENSG00000204956
ZNF782,ENSG00000196597
LRRC49,ENSG00000137821
HPRT1P2,ENSG00000250587
ADGRA2,ENSG00000020181
PCDHGC5,ENSG00000240764
C1QTNF5,ENSG00000223953
,ENSG00000250118
MFRP,ENSG00000235718
CCND3,ENSG00000112576
CCNA1,ENSG00000133101
CIDECP1,ENSG00000186162
VIT,ENSG00000205221
PCDHGB7,ENSG00000254122
ASNSP6,ENSG00000267333
IGKV1-16,ENSG00000240864
FKBPL,ENSG00000204315
MKRN3,ENSG00000179455
TMEM177,ENSG00000144120
,ENSG00000284709
CYP4A44P,ENSG00000261290
SNRPEP6,ENSG00000217824
MANBAL,ENSG00000101363
SMARCB1,ENSG00000099956
HHIPL1,ENSG00000182218
TMCO1,ENSG00000143183
CISD2,ENSG00000145354
,ENSG00000268442
PCDHGA12,ENSG00000253159
EDRF1,ENSG00000107938
SEM1,ENSG00000127922
MRGPRE,ENSG00000184350
UGCG,ENSG00000148154
OR4G4P,ENSG00000268020
RPL19P11,ENSG00000241668
NDUFA5P8,ENSG00000236987
,ENSG00000234358
ACTR3BP4,ENSG00000249283
,ENSG00000253940
PCDHGA9,ENSG00000261934
SLC9B1,ENSG00000164037
EGF,ENSG00000138798
PCDHGA6,ENSG00000253731
OR13A1,ENSG00000256574
TNFSF11,ENSG00000120659
SMIM14,ENSG00000163683
BBOX1,ENSG00000129151
DUX4L51,ENSG00000250482
PCDHGA11,ENSG00000253873
CDH6,ENSG00000113361
,ENSG00000237749
CUL5,ENSG00000166266
POTEH,ENSG00000198062
ESRRAP2,ENSG00000235438
PRG3,ENSG00000156575
WDR86,ENSG00000187260
SUPT4H1P2,ENSG00000246115
RPSAP40,ENSG00000231368
CLEC4D,ENSG00000166527
,ENSG00000277077
WDTC1,ENSG00000142784
ANKRD2,ENSG00000165887
CYP4X1,ENSG00000186377
OR4G11P,ENSG00000240361
AIMP1,ENSG00000164022
SFTPA3P,ENSG00000225827
OR4F5,ENSG00000186092
GNL2,ENSG00000134697
SFTPA1,ENSG00000122852
PCDHGB3,ENSG00000262209
TACC2,ENSG00000138162
,ENSG00000241838
PCDHGA2,ENSG00000081853
,ENSG00000273598
MAGEL2,ENSG00000254585
,ENSG00000229326
CDY4P,ENSG00000228411
USP9Y,ENSG00000114374
SCUBE3,ENSG00000146197
STMND1,ENSG00000230873
SLC5A1,ENSG00000100170
FANCL,ENSG00000115392
SDAD1P2,ENSG00000230750
PCDHGB5,ENSG00000276547
,ENSG00000276951
EEF1DP6,ENSG00000229280
NDUFA5P1,ENSG00000232390
H2ACP1,ENSG00000223383
C1QA,ENSG00000173372
,ENSG00000270528
,ENSG00000243659
CLEC4E,ENSG00000166523
CICP27,ENSG00000233750
RPL23AP34,ENSG00000225991
PCDHGB8P,ENSG00000248449
,ENSG00000273813
,ENSG00000270846
MRPL33,ENSG00000243147
PCDHGB9P,ENSG00000276545
PCDHGA3,ENSG00000254245
SRIP1,ENSG00000248660
,ENSG00000231722
,ENSG00000225154
,ENSG00000249105
MTCYBP40,ENSG00000248931
MIPEPP3,ENSG00000233325
RBM24,ENSG00000112183
CYP4A22,ENSG00000162365
GRK6P1,ENSG00000215571
,ENSG00000286014
KRT18P62,ENSG00000233471
,ENSG00000230194
PCDHGA8,ENSG00000253767
EMSY,ENSG00000158636
DNALI1,ENSG00000163879
,ENSG00000264911
,ENSG00000259117
SINHCAFP1,ENSG00000263829
TAF4B,ENSG00000141384
BABAM2,ENSG00000158019
PCDHGC4,ENSG00000242419
TEKT3,ENSG00000125409
POTEM,ENSG00000222036
CSN1S2AP,ENSG00000234124
SH3GL1,ENSG00000141985
DERL3,ENSG00000099958
MAP2K1,ENSG00000169032
NDN,ENSG00000182636
TRMT61A,ENSG00000166166
,ENSG00000259100
ZNF716,ENSG00000182111
PPP1R26P3,ENSG00000275060
ZNF195,ENSG00000005801
SERTM1,ENSG00000180440
,ENSG00000270957
NCOR1P3,ENSG00000233601
PRR27,ENSG00000187533
,ENSG00000243981
,ENSG00000268903
TSPAN12,ENSG00000106025
BSNDP4,ENSG00000229627
NAT10,ENSG00000135372
,ENSG00000270749
PABPC1P7,ENSG00000250651
,ENSG00000230796
EEF1GP7,ENSG00000236290
,ENSG00000237639
,ENSG00000236261
CREB3L2,ENSG00000182158
SULT1C2P2,ENSG00000261209
,ENSG00000233962
SNAPC5,ENSG00000174446
GPX7,ENSG00000116157
,ENSG00000234085
,ENSG00000215567
,ENSG00000269981
CYP4Z1,ENSG00000186160
,ENSG00000258463
NEUROG1,ENSG00000181965
ARHGAP25,ENSG00000163219
VSTM5,ENSG00000214376
GRAMD4P2,ENSG00000235992
SYNC,ENSG00000162520
MED14P1,ENSG00000233774
MTND1P34,ENSG00000225514
SHROOM2P1,ENSG00000226863
DCUN1D2,ENSG00000150401
GOLGA5,ENSG00000066455
PRG2,ENSG00000186652
,ENSG00000233444
,ENSG00000255995
HPRT1P3,ENSG00000256752
,ENSG00000231357
AMZ1,ENSG00000174945
LYARP1,ENSG00000229560
ATP5MFP6,ENSG00000261102
RPL35AP32,ENSG00000243404
POLI,ENSG00000101751
H3P38,ENSG00000259389
TBCK,ENSG00000145348
,ENSG00000251193
CACYBPP3,ENSG00000219188
EIF2AK4,ENSG00000128829
RBBP4,ENSG00000162521
,ENSG00000274347
MMP21,ENSG00000154485
GGTLC3,ENSG00000274252
GRAMD4P4,ENSG00000274369
AQP7,ENSG00000165269
TECTB,ENSG00000119913
NFKBIL1,ENSG00000204498
RPL39P25,ENSG00000227271
GLIS1,ENSG00000174332
,ENSG00000249101
,ENSG00000277690
UST,ENSG00000111962
DUXAP8,ENSG00000271672
AGPAT1,ENSG00000204310
BMS1P22,ENSG00000232775
,ENSG00000279928
ZNF503,ENSG00000165655
HMGCS2,ENSG00000134240
SLC43A3,ENSG00000134802
,ENSG00000227015
,ENSG00000232161
,ENSG00000250923
,ENSG00000230271
NPM1P13,ENSG00000232492
,ENSG00000224484
BLMH,ENSG00000108578
,ENSG00000236907
CSNK1G2,ENSG00000133275
,ENSG00000250618
GNA12,ENSG00000146535
LARP6,ENSG00000166173
,ENSG00000223836
,ENSG00000224653
WASH9P,ENSG00000279457
HDAC9,ENSG00000048052
IGHV1OR15-9,ENSG00000188403
WBP1LP10,ENSG00000253826
SLC20A1P3,ENSG00000258706
TMEM191B,ENSG00000278558
HTATIP2,ENSG00000109854
PDGFA,ENSG00000197461
PMS2P2,ENSG00000278416
,ENSG00000226860
STAG3L1,ENSG00000205583
MTND4P25,ENSG00000226700
TSR3,ENSG00000007520
MTND5P27,ENSG00000225045
ANXA3,ENSG00000138772
PPP1R12BP2,ENSG00000205936
SLC25A48,ENSG00000145832
CCDC130,ENSG00000104957
THAP10,ENSG00000129028
,ENSG00000242073
POM121C,ENSG00000272391
SCT,ENSG00000070031
,ENSG00000227311
MARK2P10,ENSG00000227284
RPL31P44,ENSG00000213657
THAP12P3,ENSG00000227972
PEPD,ENSG00000124299
,ENSG00000213560
,ENSG00000217801
IGHV1OR15-2,ENSG00000259337
ATP6V1G2,ENSG00000213760
OR4F2P,ENSG00000224777
LPCAT1,ENSG00000153395
BAIAP3,ENSG00000007516
CICP23,ENSG00000270921
,ENSG00000213561
SPA17P1,ENSG00000236797
IGHV3OR15-7,ENSG00000259490
GIPC2,ENSG00000137960
,ENSG00000223428
